City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
182,Dorogobuzh,RU,54.915,33.2972,23.09,91,56,11.92,broken clouds
183,Chokurdakh,RU,70.6333,147.9167,-2.24,95,100,13.62,overcast clouds
184,Seydi,TM,39.4816,62.9137,38.53,51,0,5.66,clear sky
185,Nanortalik,GL,60.1432,-45.2371,30.06,98,100,7.85,snow
186,Grevenmacher,LU,49.6747,6.4419,36.19,74,0,6.91,clear sky
187,Ahuimanu,US,21.4447,-157.8378,79.45,71,26,4.0,scattered clouds
188,Matata,NZ,-37.8833,176.75,74.59,88,100,24.61,overcast clouds
189,Sosnogorsk,RU,63.6023,53.8817,12.78,95,100,6.4,overcast clouds
190,Simbahan,PH,6.3032,120.5836,80.8,76,99,6.2,overcast clouds
191,Siatista,GR,40.2619,21.5442,38.98,77,100,4.29,overcast clouds
192,Xuddur,SO,4.1213,43.8894,77.43,32,100,12.68,overcast clouds
193,Timbiqui,CO,2.7717,-77.6654,78.96,89,87,8.3,moderate rain
194,Pangody,RU,65.85,74.4859,-9.09,95,7,15.12,clear sky
195,Amboasary,MG,-25.0333,46.3833,75.04,83,0,11.52,clear sky
196,Provideniya,RU,64.3833,-173.3,-11.04,81,11,5.53,few clouds
197,Hamilton,US,39.1834,-84.5333,31.75,78,100,4.0,overcast clouds
198,Bend,US,44.0582,-121.3153,53.46,42,0,3.0,clear sky
199,Ust-Kuyga,RU,70.0167,135.6,-15.27,98,100,8.88,light snow
200,Nemuro,JP,43.3236,145.575,22.5,79,45,2.91,scattered clouds
201,Beloha,MG,-25.1667,45.05,75.04,82,9,18.75,clear sky
202,Maceio,BR,-9.6658,-35.7353,85.44,61,0,16.11,clear sky
203,Aden,YE,12.7794,45.0367,76.68,65,100,6.71,overcast clouds
204,Mogadishu,SO,2.0371,45.3438,77.11,80,100,19.6,overcast clouds
205,Kirakira,SB,-10.4544,161.9205,78.55,83,97,3.76,overcast clouds
206,Pudozh,RU,61.8099,36.5345,24.91,95,100,8.41,light snow
207,Karratha,AU,-20.7377,116.8463,85.78,67,79,2.84,broken clouds
208,Roma,US,43.2128,-75.4557,36.39,70,92,18.01,overcast clouds
209,Tarakan,ID,3.3,117.6333,79.05,80,100,3.87,overcast clouds
210,Cayenne,GF,4.9333,-52.3333,80.64,88,75,12.66,broken clouds
211,Fuxin,CN,42.0156,121.6589,8.92,81,6,6.42,clear sky
212,Sandeid,NO,59.5449,5.8636,43.11,99,100,8.41,light rain
213,Moratuwa,LK,6.773,79.8816,75.22,91,100,3.31,overcast clouds
214,Zaranj,AF,30.9667,61.8833,55.36,53,20,19.1,few clouds
215,Krutinka,RU,56.0055,71.5113,1.83,97,100,7.87,light snow
216,Sorong,ID,-0.8833,131.25,79.54,82,100,7.85,overcast clouds
217,Geraldton,AU,-28.7667,114.6,68.41,77,2,10.36,clear sky
218,Zyryanovsk,KZ,49.7386,84.2719,7.97,96,100,1.1,light snow
219,Kaoma,ZM,-14.7833,24.8,64.83,96,100,5.08,overcast clouds
220,Kruglolesskoye,RU,44.6589,42.8142,28.49,69,99,6.8,overcast clouds
221,Kulhudhuffushi,MV,6.6221,73.07,81.03,74,100,5.64,overcast clouds
222,Yulara,AU,-25.2406,130.9889,69.64,43,0,6.91,clear sky
223,Nishihara,JP,26.1842,127.7558,69.08,83,96,16.11,overcast clouds
224,Lauterbach,DE,50.6333,9.4,36.79,81,100,5.01,overcast clouds
225,Carnarvon,AU,-24.8667,113.6333,82.47,61,100,8.05,overcast clouds
226,Kieta,PG,-6.2167,155.6333,77.99,76,100,2.17,overcast clouds
227,Zhanaozen,KZ,43.3,52.8,39.94,78,99,9.1,overcast clouds
228,Deputatskiy,RU,69.3,139.9,-10.07,96,100,6.08,overcast clouds
229,Taoudenni,ML,22.6783,-3.9836,67.37,18,0,10.22,clear sky
230,Anito,PH,12.4497,125.2886,75.97,90,98,10.04,overcast clouds
231,Asyut,EG,27.181,31.1837,57.38,32,0,6.02,clear sky
232,Nalut,LY,30.3333,10.85,55.78,30,98,9.93,overcast clouds
233,Monywa,MM,22.1167,95.1333,62.85,37,51,7.94,broken clouds
234,Bukachacha,RU,52.9833,116.9167,-13.86,98,97,3.24,overcast clouds
235,Kaeo,NZ,-35.1,173.7833,66.6,82,100,18.92,overcast clouds
236,Qasigiannguit,GL,68.8193,-51.1922,14.05,87,100,12.97,light snow
237,Ilulissat,GL,69.2167,-51.1,15.44,93,100,19.84,snow
238,Atasu,KZ,48.6814,71.6433,16.54,95,100,12.71,overcast clouds
239,Simpang,ID,-1.2667,104.0833,74.5,97,100,2.51,overcast clouds
240,Alofi,NU,-19.0595,-169.9187,82.29,78,77,10.36,broken clouds
241,Varnamo,SE,57.186,14.04,36.75,80,100,14.99,overcast clouds
242,Catuday,PH,16.2923,119.8062,76.37,71,100,9.78,overcast clouds
243,Constitucion,CL,-35.3333,-72.4167,71.38,53,2,5.59,clear sky
244,Caudry,FR,50.1249,3.4119,37.85,73,94,12.5,overcast clouds
245,Constantine,DZ,36.365,6.6147,47.61,76,40,3.44,scattered clouds
246,Beringovskiy,RU,63.05,179.3167,-26.01,95,11,7.36,few clouds
247,Ust-Uda,RU,54.1742,103.0304,-30.06,100,89,1.39,overcast clouds
248,Lagunas,PE,-5.2269,-75.6753,86.04,64,93,3.06,overcast clouds
249,Saint-Pierre,RE,-21.3393,55.4781,78.44,83,75,6.91,broken clouds
250,Okhotsk,RU,59.3833,143.3,-14.31,81,8,8.97,clear sky
251,Mazagao,BR,-0.115,-51.2894,89.65,67,31,5.79,scattered clouds
252,Touros,BR,-5.1989,-35.4608,86.9,72,33,9.98,scattered clouds
253,Ruidoso,US,33.3317,-105.673,45.57,67,12,5.55,few clouds
254,Roseburg,US,43.2165,-123.3417,63.36,46,0,0.63,clear sky
255,Puteyets,RU,65.1716,57.091,6.91,93,100,12.46,light snow
256,Urumqi,CN,43.801,87.6005,9.55,92,75,4.47,mist
257,Waipawa,NZ,-41.4122,175.5153,53.46,96,100,19.13,light rain
258,Camacha,PT,33.0833,-16.3333,60.22,72,75,14.97,broken clouds
259,Chara,RU,56.9064,118.2631,-20.56,92,100,0.56,overcast clouds
260,Jilib,SO,0.4883,42.7854,74.77,83,48,8.68,scattered clouds
261,Innisfail,AU,-17.5333,146.0333,72.43,88,93,4.16,light rain
262,Kismayo,SO,-0.3582,42.5454,77.02,81,91,14.14,overcast clouds
263,Kalabo,ZM,-14.97,22.6814,67.6,90,89,4.94,overcast clouds
264,Carora,VE,10.1755,-70.0827,88.63,37,86,15.12,overcast clouds
265,Solnechnyy,RU,50.7214,136.6319,10.11,94,100,7.0,light snow
266,Katsuura,JP,35.1333,140.3,37.51,58,36,3.42,scattered clouds
267,Lompoc,US,34.6391,-120.4579,86.14,30,18,5.01,few clouds
268,Bilibino,RU,68.0546,166.4372,-28.57,100,100,1.1,overcast clouds
269,Tuatapere,NZ,-46.1333,167.6833,51.82,78,100,6.17,overcast clouds
270,Barranca,PE,-10.75,-77.7667,74.37,68,11,10.45,few clouds
271,Inirida,CO,3.8653,-67.9239,88.5,54,97,0.74,overcast clouds
272,Wuxue,CN,29.8506,115.5525,41.58,93,100,2.44,light rain
273,Hailar,CN,49.2,119.7,-28.05,100,100,3.85,overcast clouds
274,Moranbah,AU,-22.0016,148.0466,69.17,85,1,9.13,clear sky
275,Tucuman,AR,-26.8241,-65.2226,71.6,68,75,5.75,broken clouds
276,Churapcha,RU,62.0025,132.4325,-23.03,99,100,2.8,overcast clouds
277,Pishin,PK,30.5803,66.9961,46.27,37,0,2.35,clear sky
278,Xining,CN,36.6167,101.7667,12.13,68,100,2.44,overcast clouds
279,Marzuq,YE,14.4,46.4667,63.77,69,11,3.67,few clouds
280,Eureka,US,40.8021,-124.1637,67.19,66,0,1.99,clear sky
281,Tual,ID,-5.6667,132.75,82.45,72,29,4.32,scattered clouds
282,Ovalle,CL,-30.5983,-71.2003,82.38,35,0,12.12,clear sky
283,Sakakah,SA,29.9697,40.2064,51.37,36,0,4.81,clear sky
284,Baijiantan,CN,45.6333,85.1833,13.78,93,100,7.16,overcast clouds
285,Magadan,RU,59.5667,150.8,-8.93,77,90,5.88,overcast clouds
286,Broome,US,42.2506,-75.833,43.18,61,74,14.0,broken clouds
287,Annau,TM,37.8876,58.516,42.3,93,100,6.91,overcast clouds
288,Epinal,FR,48.1833,6.45,34.56,65,95,4.32,overcast clouds
289,Zhigansk,RU,66.7697,123.3711,-33.34,99,86,3.74,overcast clouds
290,Kerema,PG,-7.9631,145.7785,75.11,79,7,3.67,clear sky
291,Pitimbu,BR,-7.4706,-34.8086,86.59,70,16,10.85,few clouds
292,Pokhara,NP,28.2333,83.9833,50.45,57,0,4.14,clear sky
293,Zyryanka,RU,65.75,150.85,-31.5,95,11,7.94,few clouds
294,Vanimo,PG,-2.6741,141.3028,77.38,87,100,5.84,overcast clouds
295,Yingcheng,CN,30.95,113.55,41.05,79,100,3.58,overcast clouds
296,Zomin,UZ,39.9606,68.3958,38.26,98,100,3.62,overcast clouds
297,Estevan,CA,49.1334,-102.9842,12.54,78,100,8.34,overcast clouds
298,Pimentel,PE,-6.8367,-79.9342,82.69,54,0,10.36,clear sky
299,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,-1.23,78,75,4.47,broken clouds
300,Ternate,ID,0.8,127.4,79.92,79,100,3.94,overcast clouds
301,Jacareacanga,BR,-6.2222,-57.7528,81.25,93,100,1.28,moderate rain
302,Shagonar,RU,51.5333,92.8,-25.8,99,95,2.17,overcast clouds
303,Hualmay,PE,-11.0964,-77.6139,75.36,69,38,10.8,scattered clouds
304,Asfi,MA,32.2994,-9.2372,59.05,84,3,14.67,clear sky
305,Stephenville,US,32.2207,-98.2023,45.21,33,100,17.27,overcast clouds
306,Khandyga,RU,62.6667,135.6,-41.04,100,98,2.3,overcast clouds
307,Gornopravdinsk,RU,60.05,69.9,1.74,94,100,7.83,overcast clouds
308,Ostrovnoy,RU,68.0531,39.5131,9.73,95,57,6.24,broken clouds
309,Tonj,SS,7.2737,28.6822,81.79,21,2,4.92,clear sky
310,Dalby,AU,-27.1833,151.2667,65.1,81,0,11.61,clear sky
311,Manakara,MG,-22.1333,48.0167,73.06,89,16,7.23,few clouds
312,Mbala,ZM,-8.8402,31.3659,59.56,89,98,1.39,overcast clouds
313,Lorengau,PG,-2.0226,147.2712,80.42,77,100,2.68,overcast clouds
314,Havre-Saint-Pierre,CA,50.2334,-63.5986,34.39,93,100,12.66,overcast clouds
315,Carnduff,CA,49.1667,-101.8009,6.39,83,100,8.75,overcast clouds
316,Aitape,PG,-3.1374,142.3475,77.34,86,88,5.82,overcast clouds
317,Varazdin,HR,46.3044,16.3378,37.4,65,1,1.72,clear sky
318,Tautira,PF,-17.7333,-149.15,87.82,74,92,15.68,light rain
319,Luocheng,CN,29.3848,104.0286,43.86,87,100,3.29,light rain
320,Palauig,PH,15.435,119.9045,78.3,69,97,2.98,overcast clouds
321,Nouadhibou,MR,20.931,-17.0347,73.38,43,45,13.8,scattered clouds
322,Gummidipundi,IN,13.4,80.15,79.99,77,7,4.45,clear sky
323,Nantucket,US,41.2835,-70.0995,55.74,90,77,18.77,broken clouds
324,Luderitz,NA,-26.6481,15.1594,73.24,71,3,8.32,clear sky
325,Dunedin,NZ,-45.8742,170.5036,50.81,71,100,10.0,overcast clouds
326,Bundaberg,AU,-24.85,152.35,68.29,89,40,6.91,scattered clouds
327,Zelenets,RU,61.8849,50.7489,23.41,97,100,5.21,overcast clouds
328,Acapulco,MX,16.8634,-99.8901,85.26,46,100,8.3,overcast clouds
329,Pevek,RU,69.7008,170.3133,-23.04,98,100,9.44,overcast clouds
330,Batagay,RU,67.6333,134.6333,-33.27,97,70,3.0,broken clouds
331,Salalah,OM,17.0151,54.0924,70.16,70,2,1.52,clear sky
332,Luangwa,ZM,-15.6167,30.4167,72.16,85,100,2.37,overcast clouds
333,Saint-Augustin,CA,51.226,-58.6502,33.06,98,100,18.63,light snow
334,Wanning,CN,18.8003,110.3967,65.59,79,100,4.9,overcast clouds
335,Llangefni,GB,53.2556,-4.3106,50.65,87,75,19.57,broken clouds
336,Guanica,PR,17.9716,-66.908,82.33,76,19,11.99,few clouds
337,Kavaratti,IN,10.5669,72.642,80.55,71,6,7.92,clear sky
338,Teguldet,RU,57.3064,88.1667,-0.54,89,6,9.91,clear sky
339,Olafsvik,IS,64.8945,-23.7142,26.78,71,35,18.7,scattered clouds
340,Ardakan,IR,32.31,54.0175,46.78,55,99,4.68,overcast clouds
341,Camopi,GF,3.1655,-52.3158,77.45,95,52,3.89,broken clouds
342,Berdigestyakh,RU,62.0989,126.6992,-21.84,100,100,2.48,overcast clouds
343,Lapeer,US,43.0514,-83.3188,21.49,62,100,5.75,overcast clouds
344,Potam,MX,27.6,-110.3833,78.93,25,100,9.37,overcast clouds
345,Lanja,IN,16.85,73.55,70.03,51,22,2.73,few clouds
346,Yar-Sale,RU,66.8333,70.8333,-8.34,92,100,14.83,overcast clouds
347,Tessalit,ML,20.1986,1.0114,70.59,12,0,8.43,clear sky
348,Medina,SA,24.4686,39.6142,64.83,11,0,8.05,clear sky
349,Atar,MR,20.5169,-13.0499,72.57,20,16,9.73,few clouds
350,Cidreira,BR,-30.1811,-50.2056,77.52,71,1,18.95,clear sky
351,Vaitape,PF,-16.5167,-151.75,81.23,73,99,14.72,overcast clouds
352,Maputo,MZ,-25.9653,32.5892,78.48,78,20,6.91,few clouds
353,Honggang,CN,46.4667,124.8667,-11.78,100,89,3.2,overcast clouds
354,Coahuayana,MX,18.7333,-103.6833,92.71,29,20,7.16,few clouds
355,Shingu,JP,33.7333,135.9833,42.91,59,100,3.89,overcast clouds
356,Muzhi,RU,65.3667,64.6667,4.53,95,100,10.04,overcast clouds
357,Whitehorse,CA,60.7161,-135.0538,39.97,44,20,20.71,few clouds
358,Safi,MA,32.1667,-8.8333,55.4,73,1,10.76,clear sky
359,Kyshtovka,RU,56.555,76.6271,-2.97,95,11,10.47,few clouds
360,Aswan,EG,24.0934,32.907,70.9,26,0,9.22,clear sky
361,Luanda,AO,-8.8368,13.2343,77.0,83,0,11.5,clear sky
362,Yuanping,CN,38.7153,112.7575,28.08,92,100,2.68,light snow
363,Aklavik,CA,68.2191,-135.0107,-17.57,68,75,3.44,broken clouds
364,Papara,BR,-3.9839,-38.7273,84.6,67,90,7.31,overcast clouds
365,Saint-Francois,FR,46.4154,3.9054,35.67,86,0,5.75,clear sky
366,Buraydah,SA,26.326,43.975,50.45,38,0,9.26,clear sky
367,Chodavaram,IN,17.8333,82.95,75.04,88,66,2.95,broken clouds
368,Palmer,US,42.1584,-72.3287,56.61,38,75,19.57,broken clouds
369,Athabasca,CA,54.7169,-113.2854,21.02,78,59,4.88,broken clouds
370,Bukene,TZ,-4.2333,32.8833,65.1,92,100,3.44,overcast clouds
371,Narsaq,GL,60.9167,-46.05,28.33,98,100,1.48,snow
372,Afua,BR,-0.1567,-50.3867,81.93,76,76,6.91,light rain
373,Codrington,AU,-38.2667,141.9667,69.67,49,100,11.9,overcast clouds
374,Srednekolymsk,RU,67.45,153.6833,-31.88,98,95,7.29,overcast clouds
375,Altar,MX,30.7,-111.8167,82.45,10,0,11.1,clear sky
376,Dudinka,RU,69.4058,86.1778,-4.68,81,27,15.88,scattered clouds
377,Lagoa,PT,39.05,-27.9833,60.26,88,99,21.81,overcast clouds
378,Mangrol,IN,21.1167,70.1167,68.32,35,1,11.03,clear sky
379,Manzhouli,CN,49.6,117.4333,-19.62,99,56,3.67,broken clouds
380,Lagos,NG,6.5833,3.75,84.52,82,7,6.15,clear sky
381,Fomento,CU,22.1039,-79.7217,84.2,56,55,4.7,broken clouds
382,Chimbote,PE,-9.0853,-78.5783,75.7,70,97,10.8,overcast clouds
383,Sayyan,YE,15.1718,44.3244,57.24,34,100,3.29,overcast clouds
384,Xixiang,CN,35.1628,112.865,37.4,73,55,4.14,broken clouds
385,Stromness,GB,58.965,-3.296,44.56,86,100,29.1,overcast clouds
386,Kemijarvi,FI,66.7131,27.4306,-5.91,100,40,1.95,scattered clouds
387,Batie,BF,9.8833,-2.9167,83.5,11,21,4.7,few clouds
388,Mehran,IR,33.1222,46.1646,58.48,49,0,6.22,clear sky
389,Husavik,IS,66.0449,-17.3389,24.71,87,93,7.36,overcast clouds
390,Sur,OM,22.5667,59.5289,69.35,63,0,10.4,clear sky
391,Alford,GB,57.2326,-2.703,44.94,75,27,8.01,scattered clouds
392,Mana,GF,5.6592,-53.7767,78.73,83,73,12.39,broken clouds
393,Malanje,AO,-9.5402,16.341,68.09,81,100,3.62,overcast clouds
394,Coueron,FR,47.2151,-1.7217,42.71,82,0,4.61,clear sky
395,Benguela,AO,-12.5763,13.4055,77.16,71,100,3.89,overcast clouds
396,Vaxjo,SE,56.8777,14.8091,35.8,92,100,16.11,overcast clouds
397,Pierre,US,44.3683,-100.351,28.85,55,100,4.0,overcast clouds
398,Egvekinot,RU,66.3167,-179.1667,-20.43,88,21,8.14,few clouds
399,Pirojpur,BD,22.5667,89.9833,59.36,53,25,7.78,scattered clouds
400,Shimoda,JP,34.6667,138.95,46.78,70,95,0.09,overcast clouds
401,Maningrida,AU,-12.0667,134.2667,79.79,76,73,2.75,broken clouds
402,Laguna,US,38.421,-121.4238,79.3,50,0,1.01,clear sky
403,Monster,NL,52.0258,4.175,41.99,66,93,13.8,overcast clouds
404,Tarskoye,RU,42.967,44.7711,25.05,71,9,5.84,clear sky
405,Limbang,MY,4.75,115.0,75.51,98,100,2.89,overcast clouds
406,Ngunguru,NZ,-35.6167,174.5,68.61,79,98,26.55,overcast clouds
407,Pathein,MM,16.7833,94.7333,68.99,62,16,10.76,few clouds
408,Tazovskiy,RU,67.4667,78.7,-7.38,92,6,14.83,clear sky
409,Nuuk,GL,64.1835,-51.7216,12.54,84,100,7.67,overcast clouds
410,Tiznit,MA,29.5833,-9.5,57.61,55,0,1.9,clear sky
411,Mollendo,PE,-17.0231,-72.0147,73.62,72,55,8.43,broken clouds
412,Dingle,PH,10.9995,122.6711,74.17,93,28,7.72,scattered clouds
413,Ancud,CL,-41.8697,-73.8203,80.22,63,77,5.79,broken clouds
414,Tacoaleche,MX,22.8167,-102.4167,62.87,17,1,8.57,clear sky
415,Liwonde,MW,-15.0506,35.2035,70.66,96,100,1.54,light rain
416,Ilhabela,BR,-23.7781,-45.3581,76.57,83,73,6.11,broken clouds
417,Hobyo,SO,5.3505,48.5268,77.13,70,92,15.01,overcast clouds
